"consolidation","contest","candidate","type","votes"
"999422-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999422-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999422-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",3
"999422-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999422-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999422-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999423-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999423-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999423-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999423-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999423-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999423-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999424-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999424-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999424-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999424-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999424-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999424-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999425-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999425-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",1
"999425-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",2
"999425-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999425-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",3
"999425-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999426-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999426-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999426-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",29
"999426-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999426-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",20
"999426-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",6
"999427-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999427-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",5
"999427-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",109
"999427-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999427-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",85
"999427-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",14
"999428-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999428-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999428-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999428-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999428-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999428-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999429-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999429-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999429-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999429-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999429-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999429-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999430-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999430-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999430-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",1
"999430-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999430-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",1
"999430-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999431-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999431-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",1
"999431-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",109
"999431-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999431-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",105
"999431-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",6
"999432-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999432-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",3
"999432-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",71
"999432-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999432-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",30
"999432-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",5
"999433-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999433-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",3
"999433-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",180
"999433-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999433-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",246
"999433-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",21
"999434-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999434-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999434-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999434-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999434-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999434-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999435-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999435-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999435-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999435-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999435-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999435-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999436-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999436-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999436-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999436-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999436-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999436-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999437-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999437-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",1
"999437-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",38
"999437-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999437-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",17
"999437-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",6
"999438-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999438-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999438-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999438-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999438-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999438-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999439-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999439-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999439-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999439-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999439-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999439-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999440-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999440-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999440-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999440-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999440-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999440-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999441-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999441-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",3
"999441-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",98
"999441-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999441-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",76
"999441-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",5
"999442-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999442-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999442-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999442-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999442-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999442-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999443-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999443-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999443-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",6
"999443-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999443-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",7
"999443-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999444-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999444-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999444-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999444-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999444-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999444-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999445-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999445-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999445-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",1
"999445-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999445-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",1
"999445-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999446-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999446-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999446-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999446-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999446-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",6
"999446-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",1
"999447-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999447-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999447-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",8
"999447-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999447-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",3
"999447-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999448-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999448-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999448-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999448-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999448-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999448-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999449-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999449-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999449-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999449-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999449-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999449-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999450-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999450-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",9
"999450-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",72
"999450-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999450-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",73
"999450-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",16
"999451-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999451-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",3
"999451-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",72
"999451-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999451-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",56
"999451-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",1
"999452-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999452-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",7
"999452-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",125
"999452-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999452-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",59
"999452-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",27
"999453-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999453-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999453-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999453-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999453-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",1
"999453-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999454-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999454-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999454-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999454-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999454-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999454-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999455-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999455-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999455-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",1
"999455-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999455-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999455-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999456-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999456-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",1
"999456-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999456-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999456-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999456-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999457-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999457-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999457-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",1
"999457-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999457-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999457-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999458-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999458-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999458-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",2
"999458-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999458-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",3
"999458-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999459-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999459-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999459-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999459-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999459-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999459-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999460-VBM-AV","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999460-VBM-AV","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999460-VBM-AV","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999460-VBM-AV","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999460-VBM-AV","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999460-VBM-AV","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999461-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999461-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",2
"999461-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",34
"999461-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999461-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",13
"999461-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",3
"999462-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999462-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",4
"999462-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",94
"999462-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999462-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",31
"999462-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",3
"999463-DEL MAR-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999463-DEL MAR-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999463-DEL MAR-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999463-DEL MAR-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999463-DEL MAR-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999463-DEL MAR-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999464-DEL MAR-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999464-DEL MAR-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999464-DEL MAR-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",10
"999464-DEL MAR-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999464-DEL MAR-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",5
"999464-DEL MAR-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",1
"999465-ENCINITAS-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999465-ENCINITAS-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999465-ENCINITAS-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999465-ENCINITAS-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999465-ENCINITAS-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999465-ENCINITAS-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999466-ENCINITAS-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999466-ENCINITAS-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999466-ENCINITAS-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999466-ENCINITAS-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
